146 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.32 , 10.50.23.79 , UDP , 53 , 53363 
78 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.22 , IGMP , 37892 , 0 
150 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
60 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , ARP , 147.220.10.50 , 23.231.0.0 , Unknown/Not Supported , 0 , 0 
363 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 0.0.0.0 , 255.255.255.255 , UDP , 68 , 67 
60 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , ARP , 147.220.0.0 , 0.0.0.0 , Unknown/Not Supported , 0 , 0 
78 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 0.0.0.0 , Unknown/Not Supported , 0 , 0 
62 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
60 , a0:32:99:4d:8f:7e , 48:45:20:44:0:9d , ARP , 143.126.10.50 , 23.110.0.0 , Unknown/Not Supported , 0 , 0 
60 , 10:da:43:1:73:27 , 48:45:20:44:0:9d , Unkwown/Not Supported , 67.1.115.38 , 0.0.0.0 , Unknown/Not Supported , 32768 , 4314 
216 , a4:5d:36:71:62:29 , 48:45:20:44:0:9d , IPv4 , 10.50.23.45 , 239.255.255.250 , UDP , 61731 , 1900 
255 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
216 , c8:5b:76:8f:e6:76 , 48:45:20:44:0:9d , IPv4 , 10.50.22.164 , 239.255.255.250 , UDP , 60280 , 1900 
62 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.22 , IGMP , 37892 , 0 
110 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
305 , 10:7b:44:2e:f3:d , 48:45:20:44:0:9d , IPv4 , 10.50.23.158 , 10.50.23.255 , UDP , 54915 , 54915 
201 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
70 , 0:ec:a:22:28:a7 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 2.236.10.255 , Unknown/Not Supported , 65058 , 10407 
149 , 30:e3:7a:ed:c0:ec , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 216.224.20.71 , Unknown/Not Supported , 41137 , 61789 
60 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
90 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
60 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.22 , IGMP , 37892 , 0 
201 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
91 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
157 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
103 , 2c:33:61:68:c9:46 , 48:45:20:44:0:9d , IPv4 , 10.50.20.228 , 224.0.0.251 , UDP , 5353 , 5353 
123 , 2c:33:61:68:c9:46 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 16.130.113.190 , Unknown/Not Supported , 10347 , 9806 
216 , 68:f7:28:46:c0:67 , 48:45:20:44:0:9d , IPv4 , 10.50.23.214 , 239.255.255.250 , UDP , 63544 , 1900 
179 , 30:e3:7a:ed:c0:ec , 48:45:20:44:0:9d , IPv4 , 10.50.21.39 , 239.255.255.250 , UDP , 54907 , 1900 
60 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
60 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , ARP , 147.220.0.0 , 0.0.0.0 , Unknown/Not Supported , 0 , 0 
86 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
201 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
91 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
573 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
659 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
73 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
89 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
72 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
80 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
80 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
146 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
105 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
277 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
89 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
74 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
77 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
77 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
132 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
144 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
89 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
129 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
79 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
79 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
76 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
317 , 20:47:47:55:af:19 , 48:45:20:44:0:9d , IPv4 , 10.50.23.148 , 239.255.255.250 , UDP , 63256 , 1900 
285 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
137 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
202 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
119 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
131 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
92 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
76 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
90 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
90 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
104 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
84 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
106 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
90 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
85 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
85 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
138 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
74 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.110 , 10.50.23.79 , TCP , 443 , 38316 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
101 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
84 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
255 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
149 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
104 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
112 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
85 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
134 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
74 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
112 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
167 , 2c:33:61:68:c9:46 , 48:45:20:44:0:9d , IPv4 , 10.50.20.228 , 239.255.255.250 , UDP , 51377 , 1900 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
244 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.110 , 10.50.23.79 , TCP , 443 , 38316 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
167 , 38:2c:4a:2c:53:de , 48:45:20:44:0:9d , IPv4 , 10.50.20.247 , 239.255.255.250 , UDP , 49444 , 1900 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.110 , 10.50.23.79 , TCP , 443 , 38316 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
2857 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.110 , 10.50.23.79 , TCP , 443 , 38316 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
159 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
243 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
143 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
2722 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
2722 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
75 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
244 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
953 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1484 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
656 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
333 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
350 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.110 , 10.50.23.79 , TCP , 443 , 38316 
135 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.110 , 10.50.23.79 , TCP , 443 , 38316 
656 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
104 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
147 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
287 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
990 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
60 , a0:32:99:4d:8f:7e , 48:45:20:44:0:9d , ARP , 143.126.10.50 , 23.110.0.0 , Unknown/Not Supported , 0 , 0 
141 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
104 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.110 , 10.50.23.79 , TCP , 443 , 38316 
216 , c8:5b:76:8f:e6:76 , 48:45:20:44:0:9d , IPv4 , 10.50.22.164 , 239.255.255.250 , UDP , 60280 , 1900 
285 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
137 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
463 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
231 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
179 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
167 , 2c:33:61:68:c9:46 , 48:45:20:44:0:9d , IPv4 , 10.50.20.228 , 239.255.255.250 , UDP , 51377 , 1900 
338 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
123 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
92 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
92 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
197 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
278 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1202 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
112 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
112 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
165 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
232 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
90 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
60 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
60 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.22 , IGMP , 37892 , 0 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
78 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
78 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
86 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
86 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
86 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
104 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.110 , TCP , 38316 , 443 
92 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
2722 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
86 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
